,종가,오픈,고가,저가,변동 %,날짜
1195,1221.98,1223.37,1229.17,1215.03,0.33,2005-11-04
1196,1218.47,1226.96,1227.06,1205.48,-0.29,2005-11-07
1197,1226.71,1219.78,1226.72,1215.0,0.68,2005-11-08
1198,1227.59,1224.53,1238.73,1218.98,0.07,2005-11-09
1199,1234.43,1226.78,1235.08,1224.77,0.56,2005-11-10
1200,1256.12,1246.71,1257.25,1246.71,1.76,2005-11-11
1201,1257.63,1260.28,1262.24,1253.67,0.12,2005-11-14
1202,1253.86,1254.92,1257.55,1236.82,-0.3,2005-11-15
1203,1267.16,1248.34,1267.2,1245.9,1.06,2005-11-16
1204,1269.35,1266.47,1272.8,1259.92,0.17,2005-11-17
1205,1272.25,1277.36,1281.18,1263.9,0.23,2005-11-18
1206,1268.8,1276.26,1277.85,1259.09,-0.27,2005-11-21
1207,1244.5,1266.23,1266.23,1241.27,-1.92,2005-11-22
1208,1282.02,1251.9,1283.57,1250.47,3.01,2005-11-23
1209,1291.71,1290.35,1297.96,1281.37,0.76,2005-11-24
1210,1293.22,1294.79,1298.25,1285.24,0.12,2005-11-25
1211,1293.74,1297.35,1298.83,1287.9,0.04,2005-11-28
1212,1279.38,1286.11,1295.08,1271.91,-1.11,2005-11-29
1213,1297.44,1283.58,1300.88,1283.47,1.41,2005-11-30
1214,1305.98,1295.56,1306.02,1288.98,0.66,2005-12-01
1215,1310.12,1318.94,1319.28,1309.86,0.32,2005-12-02
1216,1315.15,1312.56,1315.41,1306.43,0.38,2005-12-05
1217,1321.06,1311.9,1324.22,1304.88,0.45,2005-12-06
1218,1324.75,1319.96,1328.95,1314.36,0.28,2005-12-07
1219,1324.2,1321.51,1328.64,1310.34,-0.04,2005-12-08
1220,1317.42,1319.01,1332.64,1313.33,-0.51,2005-12-09
1221,1333.23,1321.07,1337.82,1321.07,1.2,2005-12-12
1222,1336.48,1337.25,1339.69,1328.24,0.24,2005-12-13
1223,1334.27,1346.52,1349.87,1325.76,-0.17,2005-12-14
1224,1337.68,1338.16,1343.05,1326.01,0.26,2005-12-15
1225,1321.04,1322.4,1330.46,1314.52,-1.24,2005-12-16
1226,1339.4,1325.61,1339.48,1320.88,1.39,2005-12-19
1227,1341.0,1333.07,1344.31,1331.56,0.12,2005-12-20
1228,1354.16,1345.09,1356.39,1343.46,0.98,2005-12-21
1229,1350.87,1361.35,1364.48,1342.08,-0.24,2005-12-22
1230,1359.53,1358.51,1360.0,1347.14,0.64,2005-12-23
1231,1367.57,1363.81,1371.63,1362.31,0.59,2005-12-26
1232,1373.55,1371.35,1376.77,1370.03,0.44,2005-12-27
1233,1368.16,1357.29,1369.42,1353.24,-0.39,2005-12-28
1234,1379.37,1371.86,1383.14,1370.38,0.82,2005-12-29
1235,1389.27,1383.32,1389.27,1370.61,0.72,2006-01-02
1236,1394.87,1393.14,1394.92,1376.17,0.4,2006-01-03
1237,1402.11,1408.19,1412.15,1400.08,0.52,2006-01-04
1238,1395.51,1405.31,1405.31,1378.96,-0.47,2006-01-05
1239,1412.78,1399.23,1412.79,1395.26,1.24,2006-01-06
1240,1408.33,1421.9,1421.9,1405.05,-0.31,2006-01-09
1241,1396.29,1413.14,1417.84,1388.7,-0.85,2006-01-10
1242,1394.09,1394.65,1400.3,1384.27,-0.16,2006-01-11
1243,1402.58,1399.64,1411.82,1399.04,0.61,2006-01-12
1244,1416.28,1397.15,1416.28,1388.15,0.98,2006-01-13
1245,1421.79,1423.08,1425.05,1409.53,0.39,2006-01-16
1246,1389.58,1423.76,1426.21,1389.51,-2.27,2006-01-17
1247,1352.91,1378.73,1379.46,1333.75,-2.64,2006-01-18
1248,1360.64,1357.32,1367.53,1347.97,0.57,2006-01-19
1249,1324.78,1368.85,1377.59,1321.96,-2.64,2006-01-20
1250,1297.43,1307.4,1327.26,1285.63,-2.06,2006-01-23
1251,1326.83,1307.36,1328.32,1292.84,2.27,2006-01-24
1252,1342.59,1339.36,1353.32,1335.8,1.19,2006-01-25
1253,1352.75,1349.48,1352.84,1329.65,0.76,2006-01-26
1254,1384.56,1369.0,1384.56,1363.12,2.35,2006-01-27
1255,1399.83,1391.51,1403.3,1381.75,1.1,2006-01-31
1256,1375.97,1390.43,1398.19,1366.56,-1.7,2006-02-01
1257,1374.44,1387.5,1389.55,1357.71,-0.11,2006-02-02
1258,1333.5,1357.17,1362.37,1330.68,-2.98,2006-02-03
1259,1341.64,1326.23,1342.21,1307.77,0.61,2006-02-06
1260,1332.28,1340.84,1348.24,1329.6,-0.7,2006-02-07
1261,1310.99,1325.68,1344.38,1308.87,-1.6,2006-02-08
1262,1321.66,1326.87,1329.46,1313.82,0.81,2006-02-09
1263,1335.23,1328.41,1338.33,1314.94,1.03,2006-02-10
1264,1320.79,1338.7,1338.96,1310.37,-1.08,2006-02-13
1265,1328.21,1315.14,1330.05,1303.19,0.56,2006-02-14
1266,1303.84,1342.28,1342.4,1300.76,-1.83,2006-02-15
1267,1314.32,1308.0,1320.1,1299.73,0.8,2006-02-16
1268,1332.73,1325.49,1333.83,1315.25,1.4,2006-02-17
1269,1348.25,1336.01,1357.73,1329.45,1.16,2006-02-20
1270,1346.49,1350.45,1352.17,1339.2,-0.13,2006-02-21
1271,1340.58,1344.9,1356.76,1324.4,-0.44,2006-02-22
1272,1361.23,1348.51,1362.03,1346.69,1.54,2006-02-23
1273,1365.82,1363.73,1366.71,1352.76,0.34,2006-02-24
1274,1374.88,1365.41,1374.89,1360.46,0.66,2006-02-27
1275,1371.59,1377.44,1379.71,1363.93,-0.24,2006-02-28
1276,1367.7,1377.46,1379.3,1367.68,-0.28,2006-03-02
1277,1328.95,1365.35,1367.17,1325.59,-2.83,2006-03-03
1278,1344.76,1332.71,1344.77,1324.39,1.19,2006-03-06
1279,1316.67,1336.47,1336.47,1314.27,-2.09,2006-03-07
1280,1314.05,1303.58,1322.51,1296.78,-0.2,2006-03-08
1281,1311.21,1313.75,1324.21,1310.58,-0.22,2006-03-09
1282,1320.07,1315.13,1328.72,1308.74,0.68,2006-03-10
1283,1338.28,1332.28,1338.5,1328.56,1.38,2006-03-13
1284,1326.3,1339.69,1340.35,1316.47,-0.9,2006-03-14
1285,1333.98,1337.21,1342.44,1332.53,0.58,2006-03-15
1286,1335.98,1340.58,1347.13,1332.55,0.15,2006-03-16
1287,1341.12,1331.38,1342.83,1320.54,0.38,2006-03-17
1288,1346.69,1339.73,1350.02,1335.22,0.42,2006-03-20
1289,1336.65,1347.3,1348.2,1335.45,-0.75,2006-03-21
1290,1309.83,1326.74,1326.74,1306.07,-2.01,2006-03-22
1291,1312.26,1321.4,1327.42,1300.44,0.19,2006-03-23
1292,1321.23,1311.88,1321.23,1302.47,0.68,2006-03-24
1293,1330.34,1317.46,1335.25,1317.25,0.69,2006-03-27
1294,1331.31,1327.66,1334.12,1322.12,0.07,2006-03-28
1295,1332.72,1319.24,1337.08,1314.63,0.11,2006-03-29
1296,1338.14,1339.11,1342.66,1332.18,0.41,2006-03-30
1297,1359.6,1338.5,1360.13,1337.35,1.6,2006-03-31
1298,1379.75,1362.35,1381.67,1361.14,1.48,2006-04-03
1299,1385.64,1380.49,1388.99,1374.84,0.43,2006-04-04
1300,1388.77,1390.27,1395.64,1383.39,0.23,2006-04-05
1301,1397.0,1397.51,1406.03,1388.74,0.59,2006-04-06
1302,1402.36,1397.04,1402.36,1390.63,0.38,2006-04-07
1303,1398.29,1394.64,1402.3,1391.66,-0.29,2006-04-10
1304,1386.08,1395.27,1397.46,1373.25,-0.87,2006-04-11
1305,1383.59,1375.84,1384.21,1372.24,-0.18,2006-04-12
1306,1405.72,1384.03,1405.72,1382.55,1.6,2006-04-13
1307,1432.72,1410.49,1434.68,1405.46,1.92,2006-04-14
1308,1422.63,1435.16,1436.65,1416.92,-0.7,2006-04-17
1309,1427.0,1415.76,1432.9,1415.14,0.31,2006-04-18
1310,1437.84,1445.77,1450.93,1434.87,0.76,2006-04-19
1311,1434.15,1439.78,1445.2,1430.92,-0.26,2006-04-20
1312,1451.31,1441.11,1458.35,1437.7,1.2,2006-04-21
1313,1430.94,1448.04,1448.04,1425.75,-1.4,2006-04-24
1314,1431.15,1426.68,1441.72,1419.64,0.01,2006-04-25
1315,1451.22,1433.38,1451.22,1430.74,1.4,2006-04-26
1316,1452.53,1455.09,1458.67,1446.37,0.09,2006-04-27
1317,1419.73,1443.63,1443.63,1413.7,-2.26,2006-04-28
1318,1434.9,1419.64,1435.0,1408.8,1.07,2006-05-02
1319,1435.17,1440.85,1453.5,1435.16,0.02,2006-05-03
1320,1441.02,1436.6,1441.46,1424.72,0.41,2006-05-04
1321,1452.23,1459.39,1461.05,1449.75,0.78,2006-05-08
1322,1450.44,1452.01,1461.2,1446.8,-0.12,2006-05-09
1323,1451.09,1449.72,1455.83,1441.81,0.04,2006-05-10
1324,1464.7,1448.3,1464.7,1445.86,0.94,2006-05-11
1325,1445.2,1448.57,1454.14,1429.92,-1.33,2006-05-12
1326,1413.98,1424.58,1424.58,1406.88,-2.16,2006-05-15
1327,1382.11,1415.81,1416.45,1373.52,-2.25,2006-05-16
1328,1401.47,1386.93,1403.68,1386.93,1.4,2006-05-17
1329,1365.15,1360.76,1366.78,1356.04,-2.59,2006-05-18
1330,1372.29,1364.18,1372.29,1346.31,0.52,2006-05-19
1331,1338.59,1375.95,1376.08,1338.37,-2.46,2006-05-22
1332,1329.86,1323.98,1334.85,1314.59,-0.65,2006-05-23
1333,1333.38,1325.94,1335.09,1303.67,0.26,2006-05-24
1334,1295.76,1333.63,1333.65,1295.47,-2.82,2006-05-25
1335,1322.43,1315.1,1326.34,1312.75,2.06,2006-05-26
1336,1329.22,1333.59,1340.33,1327.53,0.51,2006-05-29
1337,1317.7,1329.4,1330.6,1311.3,-0.87,2006-05-30
1338,1295.09,1308.44,1319.05,1294.92,-1.72,2006-06-01
1339,1309.04,1312.77,1314.77,1285.43,1.08,2006-06-02
1340,1301.62,1315.77,1315.77,1295.59,-0.57,2006-06-05
1341,1266.84,1273.07,1279.27,1262.87,-2.67,2006-06-07
1342,1223.13,1259.39,1262.36,1223.13,-3.45,2006-06-08
1343,1235.65,1236.8,1240.05,1217.76,1.02,2006-06-09
1344,1239.84,1229.96,1239.84,1219.18,0.34,2006-06-12
1345,1203.86,1215.55,1218.39,1201.6,-2.9,2006-06-13
1346,1221.73,1194.46,1230.02,1192.09,1.48,2006-06-14
1347,1219.4,1232.72,1239.86,1213.09,-0.19,2006-06-15
1348,1262.19,1246.11,1264.87,1245.81,3.51,2006-06-16
1349,1251.67,1254.59,1260.22,1242.2,-0.83,2006-06-19
1350,1225.83,1244.5,1244.56,1221.13,-2.06,2006-06-20
1351,1227.19,1229.29,1232.63,1216.1,0.11,2006-06-21
1352,1238.83,1246.19,1248.28,1236.15,0.95,2006-06-22
1353,1228.62,1226.27,1228.96,1210.99,-0.82,2006-06-23
1354,1238.05,1227.0,1239.54,1221.65,0.77,2006-06-26
1355,1247.54,1245.44,1253.41,1242.68,0.77,2006-06-27
1356,1238.71,1226.59,1238.74,1223.11,-0.71,2006-06-28
1357,1263.02,1247.8,1267.9,1247.8,1.96,2006-06-29
1358,1295.15,1290.37,1295.43,1287.15,2.54,2006-06-30
1359,1294.61,1294.57,1298.04,1284.63,-0.04,2006-07-03
1360,1285.92,1304.45,1305.67,1285.26,-0.67,2006-07-04
1361,1279.85,1260.69,1286.47,1259.62,-0.47,2006-07-05
1362,1263.96,1270.82,1277.32,1255.02,-1.24,2006-07-06
1363,1273.93,1274.25,1278.94,1267.99,0.79,2006-07-07
1364,1299.29,1265.58,1299.41,1260.75,1.99,2006-07-10
1365,1300.44,1296.06,1301.95,1289.12,0.09,2006-07-11
1366,1296.69,1302.99,1311.27,1291.61,-0.29,2006-07-12
1367,1285.02,1283.83,1299.07,1273.13,-0.9,2006-07-13
1368,1255.13,1261.24,1261.24,1246.65,-2.33,2006-07-14
1369,1233.42,1241.57,1243.58,1233.08,-1.73,2006-07-18
1370,1233.65,1236.26,1244.58,1231.05,0.02,2006-07-19
1371,1273.3,1264.03,1273.42,1260.89,3.21,2006-07-20
1372,1271.33,1260.25,1271.58,1259.32,-0.15,2006-07-21
1373,1263.35,1258.87,1267.63,1245.98,-0.63,2006-07-24
1374,1279.77,1278.27,1287.48,1276.59,1.3,2006-07-25
1375,1279.08,1284.59,1286.22,1277.08,-0.05,2006-07-26
1376,1296.27,1280.65,1299.8,1277.19,1.34,2006-07-27
1377,1297.07,1293.02,1301.69,1292.52,0.06,2006-07-28
1378,1297.82,1313.91,1316.12,1297.82,0.06,2006-07-31
1379,1287.36,1296.71,1306.91,1286.43,-0.81,2006-08-01
1380,1295.11,1281.92,1295.11,1277.31,0.6,2006-08-02
1381,1292.05,1302.45,1304.77,1288.03,-0.24,2006-08-03
1382,1304.51,1296.5,1305.8,1296.5,0.96,2006-08-04
1383,1289.54,1308.36,1308.59,1289.23,-1.15,2006-08-07
1384,1311.1,1290.56,1311.1,1290.56,1.67,2006-08-08
1385,1314.93,1306.99,1321.55,1297.28,0.29,2006-08-09
1386,1304.31,1310.94,1314.76,1293.53,-0.81,2006-08-10
1387,1292.1,1312.18,1317.19,1291.9,-0.94,2006-08-11
1388,1295.11,1295.43,1303.89,1287.65,0.23,2006-08-14
1389,1315.61,1311.56,1319.48,1306.45,1.58,2006-08-16
1390,1327.78,1325.74,1335.41,1325.74,0.93,2006-08-17
1391,1331.1,1330.06,1336.38,1324.62,0.25,2006-08-18
1392,1321.67,1333.26,1337.7,1316.51,-0.71,2006-08-21
1393,1334.96,1321.76,1336.11,1321.76,1.01,2006-08-22
1394,1324.95,1332.52,1333.13,1319.95,-0.75,2006-08-23
1395,1315.73,1322.16,1322.22,1309.55,-0.7,2006-08-24
1396,1329.35,1317.65,1333.89,1317.16,1.04,2006-08-25
1397,1327.89,1329.9,1335.64,1325.04,-0.11,2006-08-28
1398,1344.61,1336.4,1345.3,1336.4,1.26,2006-08-29
1399,1341.35,1346.69,1346.99,1337.96,-0.24,2006-08-30
1400,1352.74,1348.05,1361.48,1344.57,0.85,2006-08-31
1401,1356.67,1354.77,1357.01,1349.63,0.29,2006-09-01
1402,1359.06,1363.69,1365.08,1359.04,0.18,2006-09-04
1403,1361.24,1360.97,1362.47,1356.29,0.16,2006-09-05
1404,1357.01,1362.45,1364.86,1353.55,-0.31,2006-09-06
1405,1351.17,1351.55,1353.67,1342.57,-0.43,2006-09-07
1406,1354.89,1345.61,1358.1,1344.68,0.28,2006-09-08
1407,1334.08,1357.29,1357.29,1333.84,-1.54,2006-09-11
1408,1328.04,1334.35,1339.31,1323.9,-0.45,2006-09-12
1409,1333.13,1341.62,1342.38,1332.87,0.38,2006-09-13
1410,1358.75,1333.66,1358.75,1329.11,1.92,2006-09-14
1411,1361.1,1355.08,1361.2,1351.26,0.17,2006-09-15
1412,1374.3,1360.66,1378.04,1358.57,0.97,2006-09-18
1413,1373.95,1375.23,1378.99,1370.44,-0.03,2006-09-19
1414,1366.44,1366.51,1369.18,1355.04,-0.55,2006-09-20
1415,1366.79,1373.35,1378.79,1363.48,0.03,2006-09-21
1416,1348.38,1358.45,1360.18,1343.27,-1.35,2006-09-22
1417,1355.21,1347.88,1357.69,1345.56,0.51,2006-09-25
1418,1343.97,1360.88,1361.56,1338.98,-0.83,2006-09-26
1419,1360.03,1352.22,1361.12,1351.83,1.19,2006-09-27
1420,1371.43,1362.72,1372.22,1359.47,0.84,2006-09-28
1421,1371.41,1375.38,1377.37,1367.78,-0.0,2006-09-29
1422,1374.22,1370.27,1380.91,1367.74,0.2,2006-10-02
1423,1352.0,1366.16,1371.72,1345.83,-1.62,2006-10-04
1424,1319.4,1356.59,1365.01,1303.62,-2.41,2006-10-09
1425,1328.37,1322.44,1334.41,1322.44,0.68,2006-10-10
1426,1325.49,1317.68,1332.28,1315.84,-0.22,2006-10-11
1427,1331.78,1325.7,1337.7,1323.8,0.47,2006-10-12
1428,1348.6,1349.5,1353.93,1345.97,1.26,2006-10-13
1429,1356.72,1356.59,1358.88,1350.8,0.6,2006-10-16
1430,1351.3,1360.56,1360.56,1339.89,-0.4,2006-10-17
1431,1354.26,1345.6,1355.92,1338.0,0.22,2006-10-18
1432,1354.06,1356.61,1358.95,1350.36,-0.01,2006-10-19
1433,1364.24,1357.37,1366.94,1357.14,0.75,2006-10-20
1434,1364.95,1367.14,1369.85,1358.93,0.05,2006-10-23
1435,1366.5,1373.57,1374.43,1364.07,0.11,2006-10-24
1436,1371.43,1368.36,1375.01,1365.8,0.36,2006-10-25
1437,1373.65,1373.99,1377.4,1369.66,0.16,2006-10-26
1438,1369.09,1378.06,1379.51,1362.44,-0.33,2006-10-27
1439,1356.11,1363.34,1363.34,1353.46,-0.95,2006-10-30
1440,1364.55,1356.91,1364.83,1351.08,0.62,2006-10-31
1441,1374.35,1372.03,1378.11,1366.6,0.72,2006-11-01
1442,1383.73,1371.51,1383.73,1370.3,0.68,2006-11-02
1443,1383.88,1385.17,1385.39,1379.26,0.01,2006-11-03
1444,1379.19,1379.37,1379.37,1363.71,-0.34,2006-11-06
1445,1387.44,1389.12,1392.51,1385.41,0.6,2006-11-07
1446,1380.07,1391.23,1393.51,1379.34,-0.53,2006-11-08
1447,1399.44,1382.4,1399.44,1382.11,1.4,2006-11-09
1448,1395.73,1393.88,1399.87,1391.69,-0.27,2006-11-10
1449,1396.69,1399.51,1399.98,1386.76,0.07,2006-11-13
1450,1407.37,1402.92,1407.54,1400.74,0.76,2006-11-14
1451,1412.54,1412.07,1413.69,1406.86,0.37,2006-11-15
1452,1410.75,1417.68,1417.68,1409.22,-0.13,2006-11-16
1453,1412.22,1414.17,1416.4,1407.26,0.1,2006-11-17
1454,1402.21,1413.74,1413.88,1400.83,-0.71,2006-11-20
1455,1405.9,1402.75,1406.58,1399.97,0.26,2006-11-21
1456,1422.54,1405.34,1422.54,1405.21,1.18,2006-11-22
1457,1419.23,1419.51,1424.33,1414.8,-0.23,2006-11-23
1458,1421.73,1419.99,1424.82,1411.27,0.18,2006-11-24
1459,1425.13,1419.8,1425.13,1415.22,0.24,2006-11-27
1460,1411.47,1407.52,1413.71,1404.67,-0.96,2006-11-28
1461,1422.55,1413.91,1424.91,1413.54,0.79,2006-11-29
1462,1432.21,1427.67,1434.85,1427.67,0.68,2006-11-30
1463,1434.36,1433.4,1436.8,1428.24,0.15,2006-12-01
1464,1426.46,1431.01,1433.28,1426.34,-0.55,2006-12-04
1465,1420.59,1432.97,1436.69,1420.4,-0.41,2006-12-05
1466,1413.73,1422.75,1423.07,1399.68,-0.48,2006-12-06
1467,1410.3,1411.73,1416.13,1407.66,-0.24,2006-12-07
1468,1390.43,1400.98,1400.98,1386.26,-1.41,2006-12-08
1469,1390.73,1390.26,1396.15,1389.65,0.02,2006-12-11
1470,1376.98,1392.22,1392.9,1373.03,-0.99,2006-12-12
1471,1383.28,1375.31,1386.69,1373.52,0.46,2006-12-13
1472,1418.38,1385.5,1418.38,1376.87,2.54,2006-12-14
1473,1421.87,1418.53,1425.78,1412.17,0.25,2006-12-15
1474,1433.23,1427.14,1437.64,1427.14,0.8,2006-12-18
1475,1427.76,1431.07,1436.4,1425.6,-0.38,2006-12-19
1476,1442.28,1429.77,1445.5,1429.77,1.02,2006-12-20
1477,1436.47,1444.41,1445.51,1434.47,-0.4,2006-12-21
1478,1437.49,1432.03,1439.27,1432.03,0.07,2006-12-22
1479,1433.92,1434.58,1441.21,1422.37,-0.25,2006-12-26
1480,1425.1,1426.8,1429.84,1418.77,-0.62,2006-12-27
1481,1434.46,1433.63,1437.48,1425.84,0.66,2006-12-28
1482,1435.26,1438.89,1439.71,1430.06,0.06,2007-01-02
1483,1409.35,1436.42,1437.79,1409.31,-1.81,2007-01-03
1484,1397.29,1410.55,1411.12,1388.5,-0.86,2007-01-04
1485,1385.76,1398.6,1400.59,1372.36,-0.83,2007-01-05
1486,1370.81,1376.76,1384.65,1366.48,-1.08,2007-01-08
1487,1374.34,1376.71,1381.99,1367.74,0.26,2007-01-09
1488,1355.79,1372.52,1372.52,1345.08,-1.35,2007-01-10
1489,1365.31,1357.57,1375.31,1355.63,0.7,2007-01-11
1490,1388.37,1379.0,1389.0,1372.87,1.69,2007-01-12
1491,1390.96,1396.87,1397.64,1385.81,0.19,2007-01-15
1492,1389.71,1392.0,1393.42,1385.2,-0.09,2007-01-16
1493,1379.48,1391.75,1391.75,1369.08,-0.74,2007-01-17
1494,1383.21,1378.37,1385.22,1372.93,0.27,2007-01-18
1495,1360.56,1369.09,1372.63,1356.22,-1.64,2007-01-19
1496,1363.41,1363.84,1364.67,1348.46,0.21,2007-01-22
1497,1363.09,1353.06,1367.03,1352.5,-0.02,2007-01-23
1498,1383.06,1369.96,1383.75,1369.02,1.47,2007-01-24
1499,1382.36,1392.55,1392.55,1379.66,-0.05,2007-01-25
1500,1371.33,1372.36,1378.48,1366.1,-0.8,2007-01-26
1501,1363.1,1376.48,1378.28,1361.23,-0.6,2007-01-29
1502,1370.72,1365.0,1371.59,1360.42,0.56,2007-01-30
1503,1360.23,1374.76,1374.76,1357.87,-0.77,2007-01-31
1504,1382.9,1367.07,1382.9,1362.04,1.67,2007-02-01
1505,1413.14,1386.78,1413.34,1386.06,2.19,2007-02-02
1506,1417.95,1413.77,1420.42,1409.71,0.34,2007-02-05
1507,1428.58,1416.65,1428.91,1414.58,0.75,2007-02-06
1508,1426.29,1430.85,1431.25,1419.48,-0.16,2007-02-07
1509,1423.58,1424.99,1431.01,1416.05,-0.19,2007-02-08
1510,1427.68,1424.49,1432.29,1422.97,0.29,2007-02-09
1511,1414.29,1416.84,1416.84,1403.75,-0.94,2007-02-12
1512,1418.44,1412.72,1424.66,1410.81,0.29,2007-02-13
1513,1436.1,1430.02,1440.51,1430.01,1.25,2007-02-14
1514,1443.63,1450.55,1450.84,1441.79,0.52,2007-02-15
1515,1448.81,1444.46,1448.96,1439.03,0.36,2007-02-16
1516,1452.96,1450.96,1453.25,1443.97,0.29,2007-02-20
1517,1451.38,1455.18,1457.37,1444.84,-0.11,2007-02-21
1518,1465.41,1452.71,1471.04,1452.62,0.97,2007-02-22
1519,1469.88,1470.44,1471.04,1459.81,0.31,2007-02-23
1520,1470.03,1466.92,1470.95,1462.19,0.01,2007-02-26
1521,1454.6,1468.28,1468.28,1453.85,-1.05,2007-02-27
1522,1417.34,1396.44,1417.34,1393.96,-2.56,2007-02-28
1523,1414.47,1407.19,1423.58,1406.63,-0.2,2007-03-02
1524,1376.15,1400.8,1404.23,1375.84,-2.71,2007-03-05
1525,1402.93,1382.7,1403.75,1382.7,1.95,2007-03-06
1526,1410.95,1415.35,1415.5,1397.83,0.57,2007-03-07
1527,1423.89,1409.02,1433.15,1408.34,0.92,2007-03-08
1528,1423.58,1433.27,1434.7,1415.71,-0.02,2007-03-09
1529,1441.33,1429.68,1441.83,1429.68,1.25,2007-03-12
1530,1436.05,1441.6,1442.04,1433.67,-0.37,2007-03-13
1531,1407.37,1409.66,1416.8,1405.13,-2.0,2007-03-14
1532,1426.93,1418.77,1429.38,1414.98,1.39,2007-03-15
1533,1427.88,1428.63,1431.75,1416.3,0.07,2007-03-16
1534,1443.39,1425.22,1444.76,1420.89,1.09,2007-03-19
1535,1444.17,1449.43,1449.79,1440.42,0.05,2007-03-20
1536,1442.85,1446.07,1452.05,1435.36,-0.09,2007-03-21
1537,1448.53,1452.13,1456.18,1447.79,0.39,2007-03-22
1538,1447.38,1449.99,1454.34,1443.04,-0.08,2007-03-23
1539,1449.77,1451.12,1455.51,1444.25,0.17,2007-03-26
1540,1453.23,1450.02,1456.39,1442.49,0.24,2007-03-27
1541,1439.74,1451.47,1456.78,1433.12,-0.93,2007-03-28
1542,1450.95,1434.58,1453.11,1432.8,0.78,2007-03-29
1543,1452.55,1457.58,1459.69,1447.85,0.11,2007-03-30
1544,1459.53,1456.19,1464.93,1456.06,0.48,2007-04-02
1545,1463.75,1463.41,1464.48,1452.56,0.29,2007-04-03
1546,1483.41,1474.65,1484.86,1471.05,1.34,2007-04-04
1547,1482.04,1485.53,1485.77,1478.45,-0.09,2007-04-05
1548,1484.15,1487.73,1488.58,1477.69,0.14,2007-04-06
1549,1501.06,1489.79,1501.06,1489.13,1.14,2007-04-09
1550,1499.16,1500.79,1502.34,1492.35,-0.13,2007-04-10
1551,1513.42,1508.68,1519.31,1507.57,0.95,2007-04-11
1552,1525.61,1510.27,1525.61,1507.56,0.81,2007-04-12
1553,1520.78,1523.82,1526.09,1512.36,-0.32,2007-04-13
1554,1532.04,1523.89,1533.09,1519.3,0.74,2007-04-16
1555,1528.66,1538.89,1538.89,1524.33,-0.22,2007-04-17
1556,1534.58,1532.57,1538.29,1530.02,0.39,2007-04-18
1557,1513.66,1536.89,1537.43,1506.14,-1.36,2007-04-19
1558,1533.08,1518.58,1533.09,1518.58,1.28,2007-04-20
1559,1544.35,1545.45,1554.5,1538.33,0.74,2007-04-23
1560,1556.71,1545.61,1557.65,1538.11,0.8,2007-04-24
1561,1545.55,1558.2,1558.72,1536.12,-0.72,2007-04-25
1562,1553.13,1560.22,1565.03,1553.13,0.49,2007-04-26
1563,1542.52,1547.2,1553.23,1537.37,-0.68,2007-04-27
1564,1542.24,1538.69,1542.25,1530.67,-0.02,2007-04-30
1565,1553.3,1550.39,1555.62,1546.6,0.72,2007-05-02
1566,1559.86,1563.42,1564.01,1555.28,0.42,2007-05-03
1567,1567.74,1563.16,1567.74,1556.62,0.51,2007-05-04
1568,1584.46,1574.86,1585.7,1574.86,1.07,2007-05-07
1569,1582.65,1585.52,1589.07,1577.18,-0.11,2007-05-08
1570,1593.42,1582.91,1593.42,1578.58,0.68,2007-05-09
1571,1599.68,1602.56,1616.06,1599.68,0.39,2007-05-10
1572,1603.56,1588.09,1604.63,1582.76,0.24,2007-05-11
1573,1605.77,1612.73,1622.16,1599.87,0.14,2007-05-14
1574,1589.37,1600.91,1611.93,1589.24,-1.02,2007-05-15
1575,1600.6,1591.07,1600.72,1586.0,0.71,2007-05-16
1576,1615.58,1614.0,1616.0,1608.21,0.94,2007-05-17
1577,1612.25,1613.12,1617.77,1600.24,-0.21,2007-05-18
1578,1628.2,1602.64,1628.68,1602.64,0.99,2007-05-21
1579,1642.88,1634.09,1643.11,1627.01,0.9,2007-05-22
1580,1646.59,1647.44,1651.61,1638.36,0.23,2007-05-23
1581,1644.56,1629.18,1645.08,1627.59,-0.12,2007-05-25
1582,1657.91,1650.53,1658.43,1646.15,0.81,2007-05-28
1583,1661.8,1663.32,1666.85,1653.24,0.23,2007-05-29
1584,1662.72,1661.83,1662.72,1638.03,0.06,2007-05-30
1585,1700.91,1683.35,1702.01,1677.78,2.3,2007-05-31
1586,1716.24,1712.97,1745.39,1707.75,0.9,2007-06-01
1587,1737.59,1734.27,1744.02,1713.5,1.24,2007-06-04
1588,1742.19,1735.87,1745.99,1721.02,0.26,2007-06-05
1589,1753.04,1722.47,1753.24,1717.3,0.62,2007-06-07
1590,1727.28,1735.96,1739.14,1717.18,-1.47,2007-06-08
1591,1716.56,1740.46,1742.86,1709.96,-0.62,2007-06-11
1592,1729.88,1714.54,1730.63,1712.13,0.78,2007-06-12
1593,1721.99,1721.37,1732.57,1714.76,-0.46,2007-06-13
1594,1769.18,1742.12,1769.18,1740.7,2.74,2007-06-14
1595,1772.26,1772.03,1776.8,1762.22,0.17,2007-06-15
1596,1806.88,1786.29,1807.51,1784.44,1.95,2007-06-18
1597,1807.85,1813.53,1813.84,1797.18,0.05,2007-06-19
1598,1783.79,1812.82,1813.05,1778.26,-1.33,2007-06-20
1599,1794.24,1775.48,1802.91,1770.17,0.59,2007-06-21
1600,1770.98,1801.2,1802.43,1759.95,-1.3,2007-06-22
